species_B;species_A;rep
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A4;7-21-24
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A5;8
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A6;7
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A7;7
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a12;1-2-4-5-8-9-11-13-15-16-17-19-20-21-23-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a15;2-4-5-6-7-8-9-11-12-18-20-21-24-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-22-23-24-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a2;1-2-4-5-7-8-15-16-17-19-22-23-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a4;2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-22-23-24-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a5;2-3-4-5-7-8-9-11-13-15-18-20-21-22-24-25
b13-b15-b16-b17-b18-b19-b20-b21-b22-b23;a7;2-3-4-5-6-7-8-9-13-14-15-16-17-18-21-22-24-25
b14;DA_A1;23
b14;DA_A2;4-8-10-14-15-17-23
b14;DA_A3;3-18-19
b14;DA_A4;7-21-24
b14;DA_A5;8
b14;DA_A6;7
b14;DA_A7;7
b14;a12;1-2-5-8-11-13-15-17-19-21-23-25
b14;a15;2-6-7-8-11-12-14-17-18-19-20-21-25
b14;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b14;a2;1-2-4-5-15-16-17-19-22-23-25
b14;a4;1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-23-24-25
b14;a5;2-3-4-5-7-11-15-17-18-21-22-24-25
b14;a7;2-3-4-5-6-7-8-9-15-17-18-21-22-24-25
b2-b3;DA_A1;18-20
b2-b3;DA_A2;4-8-14-15-17-23
b2-b3;DA_A3;18
b2-b3;DA_A4;7-24
b2-b3;DA_A5;8
b2-b3;DA_A6;7
b2-b3;DA_A7;7
b2-b3;a1;13-15
b2-b3;a12;7-10-17-21-22-23
b2-b3;a15;2-7-9-12-13-16-17-21
b2-b3;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-25
b2-b3;a2;7-21-22
b2-b3;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-25
b2-b3;a5;7-17-22
b2-b3;a7;4-7-8-10-15-16-17-22
b24;DA_A1;3
b24;DA_A2;8-15-23
b24;DA_A3;18-19
b24;DA_A4;21
b24;DA_A6;7
b24;a1;3
b24;a12;2-3-9-13-15-18-19-22
b24;a15;14-16-18-19-21-25
b24;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b24;a3;3
b24;a4;18-25
b24;a6;3-13-22
b24;a7;5-25
b24;a8;3
b25;DA_A1;18
b25;DA_A2;8-10-15-23-25
b25;DA_A3;14-18
b25;DA_A4;21-24
b25;a1;2-3-5-9-13-22-25
b25;a12;18
b25;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b25;a2;18
b25;a3;3-9
b25;a4;2-7-18
b25;a5;21-25
b25;a6;13
b25;a8;3-9-13-22-25
b26-b33;DA_A1;3-18
b26-b33;DA_A2;8-15-23
b26-b33;DA_A3;14-18-19
b26-b33;DA_A4;21-24
b26-b33;DA_A5;8
b26-b33;a1;3-5-12-17
b26-b33;a12;2-3-5-7-15-18-19-21-23
b26-b33;a15;2-10-14-18-21-25
b26-b33;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b26-b33;a3;3
b26-b33;a4;18-19-25
b26-b33;a5;21
b26-b33;a6;3-22
b26-b33;a8;1-3-12
b27-b32-b34;DA_A1;3-6-16-18-20
b27-b32-b34;DA_A2;8-10-13-14-15-25
b27-b32-b34;DA_A3;11-13-14-16-17-18
b27-b32-b34;DA_A4;7-14-16-24
b27-b32-b34;DA_A6;7
b27-b32-b34;DA_A7;7
b27-b32-b34;a1;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32-b34;a12;7-8-18
b27-b32-b34;a15;3-8-15-16-19
b27-b32-b34;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32-b34;a2;6-7
b27-b32-b34;a3;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32-b34;a4;2-18
b27-b32-b34;a5;7-15
b27-b32-b34;a6;1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32-b34;a7;6-15
b27-b32-b34;a8;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b27-b32-b34;a9;1-3-13-14-16-17-20-21-22-24
b28-b29;DA_A1;3-18
b28-b29;DA_A2;8-10-15-23-25
b28-b29;DA_A3;18
b28-b29;DA_A4;21-24
b28-b29;a1;2-3-4-13-16-17-18
b28-b29;a12;3-7-11-18
b28-b29;a15;2-7-18
b28-b29;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b28-b29;a3;4
b28-b29;a4;2-5-11-24
b28-b29;a5;9
b28-b29;a6;18
b28-b29;a7;18-21
b28-b29;a8;4-13-16-17-18
b30;DA_A1;3
b30;DA_A2;8-15-23
b30;DA_A3;14-17-18-19
b30;DA_A4;21-24
b30;DA_A5;8
b30;a1;3-5-12-17-22-24
b30;a12;2-3-5-7-8-9-10-11-15-18-19-20-21-23
b30;a15;2-5-8-14-16-17-18-19-20-21-22-24-25
b30;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b30;a2;15
b30;a3;5-22
b30;a4;17-18-19
b30;a5;21
b30;a6;3-22
b30;a7;8
b30;a8;3-5-12-17-22
b31;DA_A2;4-8-10-15-23-25
b31;DA_A3;18
b31;a1;2-3-11-22
b31;a12;2-6-8-11-24
b31;a15;16
b31;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b31;a2;11
b31;a4;2-6-16-17-23
b31;a5;11-16
b31;a6;2
b31;a7;16
b31;a8;2-11-13
b4;DA_A1;23
b4;DA_A2;4-8-10-15-23
b4;DA_A3;18
b4;DA_A4;24
b4;a1;3-20
b4;a11;24
b4;a12;15-24
b4;a14;24
b4;a15;3-4-8-13-22
b4;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-22-23-24-25
b4;a4;2-8-10-14-15
b4;a5;2
b4;a6;3-24
b4;a8;3
b5;DA_A1;8-18-20-23
b5;DA_A2;4-8-14-15-17-23
b5;DA_A3;18
b5;DA_A3-DA_A4;8
b5;DA_A4;24
b5;DA_A5;8
b5;a12;16-18-22
b5;a15;2-8-11-14-17-22
b5;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5;a2;18
b5;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5;a5;18-19
b5;a6;20
b5;a7;8-18-19
b6;DA_A1;20-23
b6;DA_A2;4-8-14-15-17-23-25
b6;DA_A3;18
b6;DA_A3-DA_A4;8
b6;DA_A4;24
b6;DA_A5;8
b6;a12;8-14-16-22-25
b6;a15;2-8-11-22
b6;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b6;a2;22-25
b6;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b6;a5;18
b6;a6;14-20
b6;a7;8-18-19
b7;DA_A2;14-15-23
b7;DA_A3;18-19
b7;a12;1-2-3-8-9-10-11-12-14-15-16-17-19-20-21-22
b7;a15;2-3-4-5-6-7-10-11-12-14-17-19-20-22-23-24-25
b7;a16;1-2-5-6-9-10-11-12-13-14-15-18-19-21-22-23-25
b7;a2;2-9-10-15
b7;a4;2-6-9-14-15-23-25
b7;a5;4-10-12-17
b7;a7;3-4-9-10-14-17
b8-b9-b11-b12;DA_A1;3
b8-b9-b11-b12;DA_A2;4-8-14-15-17
b8-b9-b11-b12;DA_A3;3-18-19-23
b8-b9-b11-b12;DA_A3-DA_A4;8
b8-b9-b11-b12;DA_A4;7
b8-b9-b11-b12;DA_A5;8
b8-b9-b11-b12;a11;3-4-8-9-11-12-13-22-23
b8-b9-b11-b12;a12;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b11-b12;a15;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b11-b12;a16;1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b8-b9-b11-b12;a2;2-3-7-8-10-11-12-14-15-16-17-19-20-21-22-23
b8-b9-b11-b12;a4;2-3-5-6-7-8-9-12-13-14-15-16-18-19-21-24-25
b8-b9-b11-b12;a5;4-10-12-17-20-22-23-24
b8-b9-b11-b12;a6;1
b8-b9-b11-b12;a7;3-4-7-8-9-10-12-14-16-17-20-22-23-24-25
